,index,Regressor,S,p-value,Sig.
0,0,CategoryID,0.08400939666526328,0.08070000000000001,False
1,0,GoChoice,0.04457821818222754,0.49185000000000006,False
2,0,Reward,0.08400939666526328,0.070125,False
3,0,StimulusSF_0.023,0.08279470347796794,0.00075,True
4,0,StimulusSF_0.027,0.07111181400563599,0.002,True
5,0,StimulusSF_0.033,0.08751576851002774,0.0,True
6,0,StimulusSF_0.06,0.027557964955075672,0.3645,False
7,0,StimulusSF_0.1,-0.009609607586182577,0.749625,False
8,0,StimulusSF_0.25,0.04008924812914015,0.17425,False
9,0,StimulusORI_0,0.05388991467601336,0.17742857142857144,False
10,0,StimulusORI_15,0.0421234182691591,0.49185000000000006,False
11,0,StimulusORI_30,0.03228687690424376,0.6563181818181819,False
12,0,StimulusORI_60,0.014685596389837784,0.8140714285714286,False
13,0,StimulusORI_75,0.022991304451928606,0.8221,False
14,0,StimulusORI_90,0.027152160133009556,0.7905,False
