,index,Regressor,deltaR,p-value,Sig.
0,0,CategoryID,0.5070807959443456,0.000375,True
1,0,GoChoice,-0.062414251293942014,0.3524,False
2,0,Reward,-0.09250911409206428,0.3524,False
3,0,StimulusSF_0.023,0.4036294245953312,0.00345,True
4,0,StimulusSF_0.027,0.6261255680361097,0.0,True
5,0,StimulusSF_0.033,0.44151978077872134,0.002,True
6,0,StimulusSF_0.06,0.14153126711152186,0.3524,False
7,0,StimulusSF_0.1,0.5119165144512186,0.0002142857142857143,True
8,0,StimulusSF_0.25,0.12742938603921114,0.3524,False
9,0,StimulusORI_0,0.8529106652975404,0.0,True
10,0,StimulusORI_15,0.5358694581346604,0.0,True
11,0,StimulusORI_30,0.40748448566831696,0.0,True
12,0,StimulusORI_60,0.13115547990451326,0.3524,False
13,0,StimulusORI_75,0.44001345770403166,0.0,True
14,0,StimulusORI_90,0.34188390498193316,0.0,True
