,index,Regressor,S,p-value,Sig.
0,0,CategoryID,0.09817954252389816,0.00030000000000000003,True
1,0,GoChoice,0.07307310907645773,0.04366666666666667,True
2,0,Reward,0.03892958399885285,0.15987500000000002,False
3,0,StimulusSF_0.023,0.09227611325606282,0.0,True
4,0,StimulusSF_0.027,0.06771438637059374,0.0,True
5,0,StimulusSF_0.033,0.04787326337047363,0.011142857142857142,True
6,0,StimulusSF_0.06,0.06571761635948717,0.0,True
7,0,StimulusSF_0.1,0.03741388437911005,0.02325,True
8,0,StimulusSF_0.25,0.02634635053207241,0.13977272727272727,False
9,0,StimulusORI_0,0.009020834685803199,0.7124,False
10,0,StimulusORI_15,0.012976183335942873,0.6084642857142857,False
11,0,StimulusORI_30,0.034179902513375555,0.43511538461538457,False
12,0,StimulusORI_60,0.03750474849527899,0.129,False
13,0,StimulusORI_75,0.09379504220400503,0.0,True
14,0,StimulusORI_90,0.0636750758973394,0.0017499999999999998,True
