,index,Regressor,deltaR,p-value,Sig.
0,0,CategoryID,0.5606907690157588,0.0006000000000000001,True
1,0,GoChoice,0.008702654773939389,0.8139,False
2,0,Reward,0.10033197511880321,0.6445384615384615,False
3,0,StimulusSF_0.023,0.3089427867312001,0.052500000000000005,False
4,0,StimulusSF_0.027,1.0400308945279342,0.0,True
5,0,StimulusSF_0.033,0.14048536491906588,0.42237499999999994,False
6,0,StimulusSF_0.06,0.5510090287623021,0.0006000000000000001,True
7,0,StimulusSF_0.1,0.36054420539725807,0.031285714285714285,True
8,0,StimulusSF_0.25,0.18406403795456008,0.28350000000000003,False
9,0,StimulusORI_0,0.24170476198252142,0.0474375,True
10,0,StimulusORI_15,0.21238969426995807,0.07590000000000001,False
11,0,StimulusORI_30,0.3120343510985688,0.001,True
12,0,StimulusORI_60,0.3260399010505214,0.0005,True
13,0,StimulusORI_75,0.11411855070069551,0.7017857142857143,False
14,0,StimulusORI_90,0.4109727464920163,0.0,True
