,index,Regressor,S,p-value,Sig.
0,0,CategoryID,0.1526352059719259,0.000375,True
1,0,GoChoice,0.032764457787501755,0.7075384615384614,False
2,0,Reward,0.005435164998357049,0.9188,False
3,0,StimulusSF_0.023,0.08016382765853775,0.000375,True
4,0,StimulusSF_0.027,0.07678588738686791,0.000375,True
5,0,StimulusSF_0.033,0.06999357459550365,0.0027,True
6,0,StimulusSF_0.06,0.024634537865055692,0.3591818181818182,False
7,0,StimulusSF_0.1,0.018693699457061168,0.5766249999999999,False
8,0,StimulusSF_0.25,0.02600668286223133,0.26175,False
9,0,StimulusORI_0,0.02734167291502139,0.8085,False
10,0,StimulusORI_15,0.058452298951223294,0.04649999999999999,True
11,0,StimulusORI_30,0.049731124822919345,0.05185714285714285,False
12,0,StimulusORI_60,0.04294170933496902,0.261375,False
13,0,StimulusORI_75,0.03399724910519393,0.26175,False
14,0,StimulusORI_90,0.10428630796862456,0.0,True
