,index,Regressor,S,p-value,Sig.
0,0,CategoryID,0.14561195256920842,0.0009,True
1,0,GoChoice,0.01947272523883678,0.8808,False
2,0,Reward,0.044083904457676355,0.27831818181818185,False
3,0,StimulusSF_0.023,0.07564168558440937,0.00075,True
4,0,StimulusSF_0.027,0.03691550101581139,0.11925000000000001,False
5,0,StimulusSF_0.033,0.12133181581367855,0.0,True
6,0,StimulusSF_0.06,0.05310695072329265,0.015642857142857142,True
7,0,StimulusSF_0.1,0.04944712798183734,0.06883333333333334,False
8,0,StimulusSF_0.25,0.06134875458109579,0.011999999999999999,True
9,0,StimulusORI_0,0.013030716834655214,0.8808,False
10,0,StimulusORI_15,0.0404355931346275,0.373,False
11,0,StimulusORI_30,0.0278135349624802,0.8808,False
12,0,StimulusORI_60,0.10179228492197007,0.0005,True
13,0,StimulusORI_75,0.07874673487128339,0.0,True
14,0,StimulusORI_90,0.060918285971233846,0.030375,True
