,index,Regressor,T1_vs_T5_S,p-value,Sig.
0,0,CategoryID,0.12445938516575039,0.0045,True
1,0,GoChoice,-0.022357640355774436,0.5034545454545455,False
2,0,Reward,0.005235281944040229,0.9975,False
3,0,StimulusSF_0.023,0.09165190784263091,0.0,True
4,0,StimulusSF_0.027,0.06335402450041863,0.008499999999999999,True
5,0,StimulusSF_0.033,0.05655343392727091,0.030000000000000002,True
6,0,StimulusSF_0.06,0.02226260832634286,0.5034545454545455,False
7,0,StimulusSF_0.1,0.017578875972184202,0.5323846153846153,False
8,0,StimulusSF_0.25,0.02882750303887127,0.49849999999999994,False
9,0,StimulusORI_0,0.054285411512066326,0.23760000000000003,False
10,0,StimulusORI_15,0.04159612072692402,0.5034545454545455,False
11,0,StimulusORI_30,0.027214606829323976,0.75825,False
12,0,StimulusORI_60,0.02463044496239982,0.5034545454545455,False
13,0,StimulusORI_75,0.03919437892942502,0.5323846153846153,False
14,0,StimulusORI_90,0.03649735250750764,0.5034545454545455,False
