,index,Regressor,T1_vs_T5_S,p-value,Sig.
0,0,CategoryID,0.22500246156953457,0.0,True
1,0,GoChoice,0.00979649586187604,0.9658,False
2,0,Reward,-0.017170633555213054,0.5025,False
3,0,StimulusSF_0.023,0.07019509553478154,0.0,True
4,0,StimulusSF_0.027,0.06739154932334251,0.0,True
5,0,StimulusSF_0.033,0.059665106540716745,0.0010714285714285715,True
6,0,StimulusSF_0.06,0.03653534479481464,0.025500000000000002,True
7,0,StimulusSF_0.1,0.04460361837008294,0.004666666666666667,True
8,0,StimulusSF_0.25,0.06080922719182907,0.00025,True
9,0,StimulusORI_0,0.07240270078755708,0.00025,True
10,0,StimulusORI_15,0.09921114725352512,0.0,True
11,0,StimulusORI_30,0.06795215220375006,0.001125,True
12,0,StimulusORI_60,0.02104788618752007,0.8434615384615384,False
13,0,StimulusORI_75,0.022228177014066652,0.9658,False
14,0,StimulusORI_90,0.036687488258696596,0.27381818181818185,False
