,index,Regressor,T2_vs_T5_S,p-value,Sig.
0,0,CategoryID,0.014247357925624943,0.9177,False
1,0,GoChoice,0.02165648467652937,0.819,False
2,0,Reward,0.011166149946789163,0.9443,False
3,0,StimulusSF_0.023,0.024855871168459373,0.2444,False
4,0,StimulusSF_0.25,0.01126158072691337,0.5933,False
5,0,StimulusORI_90,0.023333644622070042,0.3065,False
