,index,Regressor,T2_vs_T5_deltaR,p-value,Sig.
0,0,CategoryID,0.00014467496158271365,0.7904,False
1,0,GoChoice,0.10210383206585169,0.6781,False
2,0,Reward,0.00012827003426807426,0.907,False
3,0,StimulusSF_0.023,-0.001800510932806254,0.9427,False
4,0,StimulusSF_0.25,0.0017856878080298455,0.9278,False
5,0,StimulusORI_90,0.0006330613764081033,0.2086,False
