,index,Regressor,deltaR,p-value,Sig.
0,0,CategoryID,0.343571250531465,0.007,True
1,0,GoChoice,-0.11031415265595106,0.23346428571428574,False
2,0,Reward,0.2147222656465172,0.1191818181818182,False
3,0,StimulusSF_0.023,0.36602417149538735,0.005571428571428571,True
4,0,StimulusSF_0.027,0.16023715223535923,0.2080384615384615,False
5,0,StimulusSF_0.033,0.20384830666541853,0.131125,False
6,0,StimulusSF_0.06,0.4966105150011788,0.0,True
7,0,StimulusSF_0.1,0.3580082489033084,0.0069375,True
8,0,StimulusSF_0.25,0.4730690727655341,0.00025,True
9,0,StimulusORI_0,0.2232912478516736,0.010050000000000002,True
10,0,StimulusORI_15,0.42589731802800707,0.0,True
11,0,StimulusORI_30,0.12778195124203368,0.2337,False
12,0,StimulusORI_60,0.550514064697477,0.0,True
13,0,StimulusORI_75,0.8870763888128448,0.0,True
14,0,StimulusORI_90,0.3780301115218373,0.0,True
