,index,Regressor,deltaR,p-value,Sig.
0,0,CategoryID,0.6186977965235096,0.018375,True
1,0,GoChoice,0.04079234438276297,0.9752,False
2,0,Reward,-0.07439720861350674,0.744875,False
3,0,StimulusSF_0.023,0.3200788340453409,0.24233333333333335,False
4,0,StimulusSF_0.027,0.3886628386980252,0.20675,False
5,0,StimulusSF_0.033,0.21343380030210718,0.5202,False
6,0,StimulusSF_0.06,0.05162521318476539,0.7863214285714285,False
7,0,StimulusSF_0.1,0.3094290260008127,0.24233333333333335,False
8,0,StimulusSF_0.25,0.7729020314671036,0.003,True
9,0,StimulusORI_0,0.026964209852776616,0.7863214285714285,False
10,0,StimulusORI_15,0.7599330352459972,0.0,True
11,0,StimulusORI_30,0.30196196021076427,0.24233333333333335,False
12,0,StimulusORI_60,0.3376172528585806,0.17880000000000001,False
13,0,StimulusORI_75,0.5171046388301359,0.005999999999999999,True
14,0,StimulusORI_90,0.17150916812002753,0.744875,False
