,index,Regressor,S,p-value,Sig.
0,0,CategoryID,0.10296744472687475,0.001,True
1,0,GoChoice,0.008487436821101257,0.9816,False
2,0,Reward,0.11073851691967274,0.0,True
3,0,StimulusSF_0.023,0.10812971191425697,0.0,True
4,0,StimulusSF_0.027,0.07188544767382805,0.0,True
5,0,StimulusSF_0.033,0.0631247292605012,0.0,True
6,0,StimulusSF_0.06,0.01664322623328847,0.33784615384615385,False
7,0,StimulusSF_0.1,0.03126007145336866,0.054,False
8,0,StimulusSF_0.25,0.0027543609185763634,0.9357857142857142,False
9,0,StimulusORI_0,0.04508096595362188,0.029785714285714283,True
10,0,StimulusORI_15,0.030136126538535535,0.2685,False
11,0,StimulusORI_30,0.03727849573868597,0.309125,False
12,0,StimulusORI_60,0.06621211837123575,0.0,True
13,0,StimulusORI_75,0.036555122557856236,0.25665000000000004,False
14,0,StimulusORI_90,0.040135931614240825,0.14450000000000002,False
