,index,Regressor,deltaR,p-value,Sig.
0,0,CategoryID,0.42265295282225873,0.0,True
1,0,GoChoice,0.016068046350690923,0.8773,False
2,0,Reward,0.4564030876722649,0.0,True
3,0,StimulusSF_0.023,0.6657058535841756,0.0,True
4,0,StimulusSF_0.027,0.3998689065903006,0.0,True
5,0,StimulusSF_0.033,0.3114191695835889,0.0015,True
6,0,StimulusSF_0.06,0.11058955063790804,0.3236538461538462,False
7,0,StimulusSF_0.1,0.3001923308849575,0.0037500000000000003,True
8,0,StimulusSF_0.25,0.021897227665181013,0.8773,False
9,0,StimulusORI_0,0.4414433644876283,0.0,True
10,0,StimulusORI_15,0.16957154961438084,0.01431818181818182,True
11,0,StimulusORI_30,0.13696440292653744,0.06162499999999999,False
12,0,StimulusORI_60,0.468203059047975,0.0,True
13,0,StimulusORI_75,0.1894997071592806,0.0025,True
14,0,StimulusORI_90,0.2539837537659012,0.0,True
