,index,Regressor,T1_vs_T5_deltaR,p-value,Sig.
0,0,CategoryID,-0.00017020568817532888,0.9306,False
1,0,GoChoice,0.0054870147094832206,0.9306,False
2,0,Reward,0.0072528837252116285,0.9306,False
3,0,StimulusSF_0.023,0.0012208909735298284,0.9306,False
4,0,StimulusSF_0.027,-0.0006172457002996679,0.9306,False
5,0,StimulusSF_0.033,-0.000525420634146942,0.9306,False
6,0,StimulusSF_0.06,-0.00047876269438255903,0.9306,False
7,0,StimulusSF_0.1,-0.0014204069887935322,0.9306,False
8,0,StimulusSF_0.25,-0.00040460613668392986,0.9306,False
9,0,StimulusORI_0,0.000177487945408894,0.9306,False
10,0,StimulusORI_15,0.0004038403343668562,0.9306,False
11,0,StimulusORI_30,0.0015063328770048567,0.9306,False
12,0,StimulusORI_60,-0.0009444819202127086,0.9306,False
13,0,StimulusORI_75,-0.0018049902756622493,0.9306,False
14,0,StimulusORI_90,-0.001821470206207737,0.9306,False
