,index,Regressor,S,p-value,Sig.
0,0,CategoryID,0.06396619656467516,0.253875,False
1,0,GoChoice,0.04421198745808211,0.473,False
2,0,Reward,0.08111722219270188,0.06,False
3,0,StimulusSF_0.023,0.0699386955351241,0.0045,True
4,0,StimulusSF_0.027,0.07671574197659307,0.00075,True
5,0,StimulusSF_0.033,0.08020877367366637,0.0,True
6,0,StimulusSF_0.06,0.02489928559113176,0.4195,False
7,0,StimulusSF_0.1,0.0013471282842520591,0.9981,False
8,0,StimulusSF_0.25,0.019025114296241794,0.473,False
9,0,StimulusORI_0,0.02428466957105423,0.6417857142857143,False
10,0,StimulusORI_15,0.06844953153827645,0.009000000000000001,True
11,0,StimulusORI_30,0.054904110289334,0.033749999999999995,True
12,0,StimulusORI_60,0.028936648150584783,0.473,False
13,0,StimulusORI_75,0.0695907418986174,0.0045,True
14,0,StimulusORI_90,0.030340615040224853,0.5943461538461539,False
