,index,Regressor,S,p-value,Sig.
0,0,CategoryID,0.1354049860736034,0.0015,True
1,0,GoChoice,-0.002933957555875134,0.8911,False
2,0,Reward,0.01022518835958886,0.8911,False
3,0,StimulusSF_0.023,0.0488131106905041,0.0174,True
4,0,StimulusSF_0.027,0.056253267175080376,0.0174,True
5,0,StimulusSF_0.033,0.07612566229184652,0.0037500000000000003,True
6,0,StimulusSF_0.06,0.025593760660367403,0.336,False
7,0,StimulusSF_0.1,0.06071255093690969,0.0174,True
8,0,StimulusSF_0.25,0.027404712859193523,0.25162500000000004,False
9,0,StimulusORI_0,0.018658366508887584,0.8911,False
10,0,StimulusORI_15,0.014452872506978633,0.8911,False
11,0,StimulusORI_30,0.038036654341976533,0.5355,False
12,0,StimulusORI_60,0.03262166782739992,0.5415000000000001,False
13,0,StimulusORI_75,0.04991984009750702,0.09107142857142858,False
14,0,StimulusORI_90,0.07214790737275982,0.030999999999999996,True
