,index,Regressor,S,p-value,Sig.
0,0,CategoryID,0.17463332620569602,0.0,True
1,0,GoChoice,0.01587413358739946,0.7597,False
2,0,Reward,-0.004574635592368266,0.7597,False
3,0,StimulusSF_0.023,0.08021779355468982,0.0,True
4,0,StimulusSF_0.027,0.08377845506290182,0.0,True
5,0,StimulusSF_0.033,0.08710336249026782,0.0,True
6,0,StimulusSF_0.06,0.028660715840024883,0.12218181818181818,False
7,0,StimulusSF_0.1,0.0314113577373349,0.07033333333333334,False
8,0,StimulusSF_0.25,0.025661683490884588,0.147,False
9,0,StimulusORI_0,0.07213583877241776,0.0012000000000000001,True
10,0,StimulusORI_15,0.03875834371238707,0.17411538461538462,False
11,0,StimulusORI_30,0.047087631454264145,0.10335000000000001,False
12,0,StimulusORI_60,0.04987650811693489,0.05292857142857143,False
13,0,StimulusORI_75,0.0505215501861393,0.043750000000000004,True
14,0,StimulusORI_90,0.047990025417700824,0.06693750000000001,False
