,index,Regressor,deltaR,p-value,Sig.
0,0,CategoryID,0.3108821399583687,0.0,True
1,0,GoChoice,0.23897748995458545,0.0024,True
2,0,Reward,0.04463938510704121,0.798,False
3,0,StimulusSF_0.023,0.4239983094601464,0.0,True
4,0,StimulusSF_0.027,0.2598218789805157,0.002,True
5,0,StimulusSF_0.033,0.26254637492486915,0.0014,True
6,0,StimulusSF_0.06,0.15495777058680785,0.0698,False
7,0,StimulusSF_0.1,0.12864271757464307,0.1386,False
8,0,StimulusSF_0.25,0.12505476955184194,0.1846,False
9,0,StimulusORI_0,0.0691940311769978,0.6824,False
10,0,StimulusORI_15,0.34717428880380774,0.0,True
11,0,StimulusORI_30,0.22635942391096764,0.0001,True
12,0,StimulusORI_60,0.17708540406038467,0.0074,True
13,0,StimulusORI_75,0.09304417039052773,0.3062,False
14,0,StimulusORI_90,0.5288678487950019,0.0,True
