,index,Regressor,deltaR,p-value,Sig.
0,0,CategoryID,0.3039987473917116,0.0136,True
1,0,GoChoice,0.08828237145621953,0.6613,False
2,0,Reward,0.1782628706175299,0.1336,False
3,0,StimulusSF_0.023,0.4649944123976689,0.0,True
4,0,StimulusSF_0.027,0.44551733792416,0.0,True
5,0,StimulusSF_0.033,0.7471215297430589,0.0,True
6,0,StimulusSF_0.06,0.32846328021566923,0.0033,True
7,0,StimulusSF_0.1,0.23460834914069978,0.0387,True
8,0,StimulusSF_0.25,0.378733802682489,0.0007,True
9,0,StimulusORI_0,0.1142358214957322,0.4873,False
10,0,StimulusORI_15,0.31905232507648673,0.0003,True
11,0,StimulusORI_30,0.2278855062338722,0.0196,True
12,0,StimulusORI_60,0.6398542049916226,0.0,True
13,0,StimulusORI_75,0.3315641994071752,0.0,True
14,0,StimulusORI_90,0.3296007921149121,0.0001,True
