,index,Regressor,deltaR,p-value,Sig.
0,0,CategoryID,0.4682505055691332,0.0003,True
1,0,GoChoice,-0.18424412071264423,0.1283,False
2,0,Reward,-0.03584255909254702,0.6957,False
3,0,StimulusSF_0.023,0.26256012991468936,0.0408,True
4,0,StimulusSF_0.027,0.6099475828196466,0.0,True
5,0,StimulusSF_0.033,0.31153812492332156,0.0173,True
6,0,StimulusSF_0.06,0.27873977269716377,0.0333,True
7,0,StimulusSF_0.1,0.1412893849305219,0.2505,False
8,0,StimulusSF_0.25,0.3850126093941222,0.003,True
9,0,StimulusORI_0,0.3062945585286846,0.0,True
10,0,StimulusORI_15,0.4402156271944861,0.0,True
11,0,StimulusORI_30,0.42047458957436856,0.0,True
12,0,StimulusORI_60,0.4008221250584855,0.0,True
13,0,StimulusORI_75,0.6033869483426118,0.0,True
14,0,StimulusORI_90,0.3158800016362368,0.0,True
