,index,Regressor,deltaR,p-value,Sig.
0,0,CategoryID,0.4806155363247906,0.0004,True
1,0,GoChoice,-0.18047545546047516,0.044,True
2,0,Reward,0.14097094838896945,0.3214,False
3,0,StimulusSF_0.023,0.2443260410845159,0.0651,False
4,0,StimulusSF_0.027,1.090214893907784,0.0,True
5,0,StimulusSF_0.033,0.521109303329817,0.0001,True
6,0,StimulusSF_0.06,0.46720380946521456,0.0007,True
7,0,StimulusSF_0.1,0.1091423424891772,0.4282,False
8,0,StimulusSF_0.25,0.08072959147942377,0.5621,False
9,0,StimulusORI_0,0.6018874147454012,0.0,True
10,0,StimulusORI_15,0.5552543602368127,0.0,True
11,0,StimulusORI_30,0.3106182712061372,0.0002,True
12,0,StimulusORI_60,0.4762392651380549,0.0,True
13,0,StimulusORI_75,0.549774289830469,0.0,True
14,0,StimulusORI_90,0.5606971335346449,0.0,True
