,index,Regressor,S,p-value,Sig.
0,0,CategoryID,0.1526352059719259,0.0001,True
1,0,GoChoice,0.032764457787501755,0.6132,False
2,0,Reward,0.005435164998357049,0.9188,False
3,0,StimulusSF_0.023,0.08016382765853775,0.0001,True
4,0,StimulusSF_0.027,0.07678588738686791,0.0001,True
5,0,StimulusSF_0.033,0.06999357459550365,0.0009,True
6,0,StimulusSF_0.06,0.024634537865055692,0.2634,False
7,0,StimulusSF_0.1,0.018693699457061168,0.4613,False
8,0,StimulusSF_0.25,0.02600668286223133,0.1652,False
9,0,StimulusORI_0,0.02734167291502139,0.7546,False
10,0,StimulusORI_15,0.058452298951223294,0.0186,True
11,0,StimulusORI_30,0.049731124822919345,0.0242,True
12,0,StimulusORI_60,0.04294170933496902,0.1394,False
13,0,StimulusORI_75,0.03399724910519393,0.1745,False
14,0,StimulusORI_90,0.10428630796862456,0.0,True
