,index,Regressor,deltaR,p-value,Sig.
0,0,CategoryID,0.21785189303349006,0.0583,False
1,0,GoChoice,0.11671541823455038,0.332,False
2,0,Reward,0.008232832376462593,0.8788,False
3,0,StimulusSF_0.023,0.2413175671516244,0.022,True
4,0,StimulusSF_0.027,0.16635838773690487,0.1194,False
5,0,StimulusSF_0.033,0.5988803324093166,0.0,True
6,0,StimulusSF_0.06,0.14595282016477387,0.1815,False
7,0,StimulusSF_0.1,0.20919000416549735,0.0545,False
8,0,StimulusSF_0.25,0.4256142975537153,0.0,True
9,0,StimulusORI_0,-0.01096916197606189,0.465,False
10,0,StimulusORI_15,0.04323324343908763,0.6686,False
11,0,StimulusORI_30,0.2138201302014629,0.0476,True
12,0,StimulusORI_60,0.6503876778889593,0.0,True
13,0,StimulusORI_75,0.24042648059911148,0.0148,True
14,0,StimulusORI_90,0.6237457794362435,0.0,True
