,index,Regressor,S
0,0,CategoryID,0.09855085374176908
1,0,GoChoice,0.03522559525286516
2,0,Reward,0.002372381160124603
3,0,StimulusSF_0.023,0.040609418362401666
4,0,StimulusSF_0.027,0.02231603886981583
5,0,StimulusSF_0.033,0.054760607212245176
6,0,StimulusSF_0.06,0.027679520889578358
7,0,StimulusSF_0.1,0.025194513176678056
8,0,StimulusSF_0.25,0.07607075075695378
9,0,StimulusORI_0,-0.0009940938165532462
10,0,StimulusORI_15,0.006936310860717246
11,0,StimulusORI_30,0.028237681533720593
12,0,StimulusORI_60,0.0854715365696815
13,0,StimulusORI_75,0.05376793213705147
14,0,StimulusORI_90,0.085989565277019
