,index,Regressor,S
0,0,CategoryID,0.19589879234950855
1,0,GoChoice,-0.19303651047208317
2,0,Reward,0.06765235311763186
3,0,StimulusSF_0.023,0.03307323758071993
4,0,StimulusSF_0.027,0.05716367360860678
5,0,StimulusSF_0.033,0.080656763107495
6,0,StimulusSF_0.06,0.08905993563199208
7,0,StimulusSF_0.1,0.04468163444938065
8,0,StimulusSF_0.25,0.04913541087282562
9,0,StimulusORI_0,0.06997741387830278
10,0,StimulusORI_15,0.009964319930495005
11,0,StimulusORI_30,0.045767027548911425
12,0,StimulusORI_60,0.11134669991432636
13,0,StimulusORI_75,0.13803809442479742
14,0,StimulusORI_90,0.08005871967491865
