,index,Regressor,S,p-value,Sig.
0,0,CategoryID,0.14403530275706367,0.0001,True
1,0,GoChoice,0.06548829495409497,0.1363,False
2,0,Reward,-0.04055073894776579,0.1446,False
3,0,StimulusSF_0.023,0.07488687928930636,0.0004,True
4,0,StimulusSF_0.027,0.03319732486008979,0.106,False
5,0,StimulusSF_0.033,0.052155963854441954,0.007,True
6,0,StimulusSF_0.06,0.027650078525145432,0.1993,False
7,0,StimulusSF_0.1,0.049172632749694564,0.0123,True
8,0,StimulusSF_0.25,0.01910184640096103,0.3763,False
9,0,StimulusORI_0,0.0358477339030802,0.244,False
10,0,StimulusORI_15,0.04843250745726324,0.092,False
11,0,StimulusORI_30,0.07061217389944284,0.0004,True
12,0,StimulusORI_60,0.037054100227940034,0.1188,False
13,0,StimulusORI_75,0.0792978107145134,0.0001,True
14,0,StimulusORI_90,0.03488866130885174,0.3398,False
