,index,Regressor,deltaR,p-value,Sig.
0,0,CategoryID,0.34873877052856317,0.0507,False
1,0,GoChoice,0.3034968506773418,0.0741,False
2,0,Reward,-0.39178351226933694,0.0007,True
3,0,StimulusSF_0.023,0.5524501025258057,0.0002,True
4,0,StimulusSF_0.027,0.15266637536332797,0.3034,False
5,0,StimulusSF_0.033,0.23582397901854996,0.0991,False
6,0,StimulusSF_0.06,0.33190166818266437,0.02,True
7,0,StimulusSF_0.1,0.6514713072528652,0.0,True
8,0,StimulusSF_0.25,0.16795353684028685,0.2394,False
9,0,StimulusORI_0,0.2871726506827121,0.0066,True
10,0,StimulusORI_15,0.41982260000188965,0.0,True
11,0,StimulusORI_30,0.7350210345507511,0.0,True
12,0,StimulusORI_60,0.30698732311943544,0.0007,True
13,0,StimulusORI_75,0.6047026938905972,0.0,True
14,0,StimulusORI_90,0.22869459259593494,0.0304,True
