,index,Regressor,S
0,0,CategoryID,0.14636846382510807
1,0,GoChoice,-0.024025844995606612
2,0,Reward,0.04358637527922629
3,0,StimulusSF_0.023,0.05719467562798699
4,0,StimulusSF_0.027,0.035571925707840735
5,0,StimulusSF_0.033,0.030637709254521542
6,0,StimulusSF_0.06,0.05750308872427328
7,0,StimulusSF_0.1,0.04155013195879343
8,0,StimulusSF_0.25,0.054772508517239145
9,0,StimulusORI_0,0.01600693625262508
10,0,StimulusORI_15,0.03640764044670089
11,0,StimulusORI_30,0.018094280636542615
12,0,StimulusORI_60,0.09201584593409194
13,0,StimulusORI_75,0.13586731394544493
14,0,StimulusORI_90,0.056433990546318646
