,index,Regressor,deltaR
0,0,CategoryID,0.48378736015464413
1,0,GoChoice,0.09376024986141848
2,0,Reward,-0.26705668863034115
3,0,StimulusSF_0.023,0.24385856435093362
4,0,StimulusSF_0.027,0.8076263849353551
5,0,StimulusSF_0.033,0.12563449438026922
6,0,StimulusSF_0.06,0.14036071099718636
7,0,StimulusSF_0.1,0.28470184878959887
8,0,StimulusSF_0.25,0.11747135776342169
9,0,StimulusORI_0,0.10992253384449593
10,0,StimulusORI_15,0.17260574696102476
11,0,StimulusORI_30,0.7595071413100878
12,0,StimulusORI_60,0.2692734937523843
13,0,StimulusORI_75,0.4574485996939016
14,0,StimulusORI_90,0.19515113160757722
