,index,Regressor,S,p-value,Sig.
0,0,CategoryID,0.14636846382510807,0.0,True
1,0,GoChoice,-0.024025844995606612,0.3232,False
2,0,Reward,0.04358637527922629,0.0951,False
3,0,StimulusSF_0.023,0.05719467562798699,0.0001,True
4,0,StimulusSF_0.027,0.035571925707840735,0.0176,True
5,0,StimulusSF_0.033,0.030637709254521542,0.0293,True
6,0,StimulusSF_0.06,0.05750308872427328,0.0001,True
7,0,StimulusSF_0.1,0.04155013195879343,0.0025,True
8,0,StimulusSF_0.25,0.054772508517239145,0.0001,True
9,0,StimulusORI_0,0.01600693625262508,0.6711,False
10,0,StimulusORI_15,0.03640764044670089,0.1979,False
11,0,StimulusORI_30,0.018094280636542615,0.8714,False
12,0,StimulusORI_60,0.09201584593409194,0.0,True
13,0,StimulusORI_75,0.13586731394544493,0.0,True
14,0,StimulusORI_90,0.056433990546318646,0.001,True
