,index,Regressor,S,p-value,Sig.
0,0,CategoryID,0.5604267937877813,0.0,True
1,0,GoChoice,-0.0355232073999299,0.1816,False
2,0,Reward,-0.838397505998528,0.0,True
3,0,StimulusSF_0.023,0.04816243363656811,0.0035,True
4,0,StimulusSF_0.027,0.07141644009275291,0.0,True
5,0,StimulusSF_0.033,0.04500347451234681,0.008,True
6,0,StimulusSF_0.06,0.012307689073221901,0.5308,False
7,0,StimulusSF_0.1,0.1384636260567398,0.0,True
8,0,StimulusSF_0.25,0.010596657249862858,0.6084,False
9,0,StimulusORI_0,0.07244027525905984,0.0,True
10,0,StimulusORI_15,0.0517119992053224,0.0011,True
11,0,StimulusORI_30,0.03043758847196229,0.1119,False
12,0,StimulusORI_60,0.013807830355540802,0.8447,False
13,0,StimulusORI_75,0.03501789185705991,0.044,True
14,0,StimulusORI_90,0.045665899634039095,0.0162,True
