,index,Regressor,deltaR,p-value,Sig.
0,0,CategoryID,0.8423533380550672,0.0,True
1,0,GoChoice,-0.26080768218309164,0.0,True
2,0,Reward,0.3594847908735131,0.0,True
3,0,StimulusSF_0.023,0.41219772679811295,0.0,True
4,0,StimulusSF_0.027,0.23246683832931525,0.0143,True
5,0,StimulusSF_0.033,0.29551796951636133,0.0015,True
6,0,StimulusSF_0.06,0.29031911305302144,0.0022,True
7,0,StimulusSF_0.1,0.38326305814284534,0.0001,True
8,0,StimulusSF_0.25,0.243605356432859,0.0172,True
9,0,StimulusORI_0,0.1879705100166241,0.0068,True
10,0,StimulusORI_15,0.2694700898480124,0.0,True
11,0,StimulusORI_30,0.15857223079314506,0.014,True
12,0,StimulusORI_60,0.11717936827584285,0.1039,False
13,0,StimulusORI_75,0.43233816701972727,0.0,True
14,0,StimulusORI_90,0.24667398542270563,0.0,True
