,index,Regressor,S
0,0,CategoryID,0.16155781984657036
1,0,GoChoice,0.011742706393294326
2,0,Reward,-0.004963598412348447
3,0,StimulusSF_0.023,0.05553843049793361
4,0,StimulusSF_0.027,0.04765231015082183
5,0,StimulusSF_0.033,0.0640254426580433
6,0,StimulusSF_0.06,0.057342948293817864
7,0,StimulusSF_0.1,0.05236913116580422
8,0,StimulusSF_0.25,0.06094572748087598
9,0,StimulusORI_0,0.025479903353485656
10,0,StimulusORI_15,0.029898999014142613
11,0,StimulusORI_30,0.039264132030713494
12,0,StimulusORI_60,0.07640833804924713
13,0,StimulusORI_75,0.061728404109801904
14,0,StimulusORI_90,0.07641698891411802
