,index,Regressor,S
0,0,CategoryID,0.19182644451279374
1,0,GoChoice,-0.1483984698022187
2,0,Reward,0.08135805881421139
3,0,StimulusSF_0.023,0.07063785849402877
4,0,StimulusSF_0.027,0.05158742867697143
5,0,StimulusSF_0.033,0.07214263420454124
6,0,StimulusSF_0.06,0.06014766269538501
7,0,StimulusSF_0.1,0.037369835204247484
8,0,StimulusSF_0.25,0.05317156854154985
9,0,StimulusORI_0,0.04536084307091197
10,0,StimulusORI_15,0.04130305649455979
11,0,StimulusORI_30,0.027214874042011332
12,0,StimulusORI_60,0.0225001112085107
13,0,StimulusORI_75,0.07051393942243689
14,0,StimulusORI_90,0.04475012670848688
