,index,Regressor,deltaR,p-value,Sig.
0,0,CategoryID,0.33496959749845023,0.0276,True
1,0,GoChoice,0.1336912144204368,0.4099,False
2,0,Reward,-0.062226026131724024,0.4609,False
3,0,StimulusSF_0.023,0.30012868206180277,0.0264,True
4,0,StimulusSF_0.027,0.28552666403026994,0.0357,True
5,0,StimulusSF_0.033,0.330407552242495,0.0141,True
6,0,StimulusSF_0.06,0.4064672070258108,0.0025,True
7,0,StimulusSF_0.1,0.30412872221544607,0.0263,True
8,0,StimulusSF_0.25,0.38168523331609744,0.0041,True
9,0,StimulusORI_0,0.21998680823356087,0.0281,True
10,0,StimulusORI_15,0.24693920589802354,0.0073,True
11,0,StimulusORI_30,0.4077410289748718,0.0,True
12,0,StimulusORI_60,0.29337124569507916,0.0007,True
13,0,StimulusORI_75,0.1020878691623267,0.6091,False
14,0,StimulusORI_90,0.21206514527412823,0.0215,True
