,index,Regressor,S,p-value,Sig.
0,0,CategoryID,0.16155781984657036,0.0,True
1,0,GoChoice,0.011742706393294326,0.8407,False
2,0,Reward,-0.004963598412348447,0.6804,False
3,0,StimulusSF_0.023,0.05553843049793361,0.0076,True
4,0,StimulusSF_0.027,0.04765231015082183,0.0147,True
5,0,StimulusSF_0.033,0.0640254426580433,0.0013,True
6,0,StimulusSF_0.06,0.057342948293817864,0.0056,True
7,0,StimulusSF_0.1,0.05236913116580422,0.009,True
8,0,StimulusSF_0.25,0.06094572748087598,0.0023,True
9,0,StimulusORI_0,0.025479903353485656,0.4345,False
10,0,StimulusORI_15,0.029898999014142613,0.609,False
11,0,StimulusORI_30,0.039264132030713494,0.3891,False
12,0,StimulusORI_60,0.07640833804924713,0.0033,True
13,0,StimulusORI_75,0.061728404109801904,0.0087,True
14,0,StimulusORI_90,0.07641698891411802,0.0001,True
