,index,Regressor,S,p-value,Sig.
0,0,CategoryID,0.19182644451279374,0.0,True
1,0,GoChoice,-0.1483984698022187,0.0,True
2,0,Reward,0.08135805881421139,0.004833333333333334,True
3,0,StimulusSF_0.023,0.07063785849402877,0.0,True
4,0,StimulusSF_0.027,0.05158742867697143,0.000375,True
5,0,StimulusSF_0.033,0.07214263420454124,0.0,True
6,0,StimulusSF_0.06,0.06014766269538501,0.0002142857142857143,True
7,0,StimulusSF_0.1,0.037369835204247484,0.013049999999999999,True
8,0,StimulusSF_0.25,0.05317156854154985,0.0002142857142857143,True
9,0,StimulusORI_0,0.04536084307091197,0.018000000000000002,True
10,0,StimulusORI_15,0.04130305649455979,0.032125,True
11,0,StimulusORI_30,0.027214874042011332,0.6965,False
12,0,StimulusORI_60,0.0225001112085107,0.43178571428571433,False
13,0,StimulusORI_75,0.07051393942243689,0.0,True
14,0,StimulusORI_90,0.04475012670848688,0.04246153846153846,True
