,index,Regressor,S,p-value,Sig.
0,0,CategoryID,0.15705090454827475,0.01875,True
1,0,GoChoice,-4.0006142321084154e-05,0.884,False
2,0,Reward,0.0034106362266589363,0.884,False
3,0,StimulusSF_0.023,0.04703375052394496,0.3282,False
4,0,StimulusSF_0.027,0.0586578420720639,0.20807142857142857,False
5,0,StimulusSF_0.033,0.05694271944041354,0.20807142857142857,False
6,0,StimulusSF_0.06,0.035656292743977636,0.3282,False
7,0,StimulusSF_0.1,0.04188852090537634,0.3282,False
8,0,StimulusSF_0.25,0.0727630376341561,0.10125,False
9,0,StimulusORI_0,0.03976301810023199,0.4247727272727273,False
10,0,StimulusORI_15,0.021469854587356133,0.884,False
11,0,StimulusORI_30,0.014092189740460816,0.884,False
12,0,StimulusORI_60,0.05987391469338474,0.18270000000000003,False
13,0,StimulusORI_75,0.10213302764507584,0.034499999999999996,True
14,0,StimulusORI_90,0.09206001049245673,0.003,True
