,index,Regressor,T1_vs_T5_S,p-value,Sig.
0,0,CategoryID,0.15315177619317427,0.0,True
1,0,GoChoice,0.002111821077465964,0.8854,False
2,0,Reward,0.0035930728357679576,0.9837,False
3,0,StimulusSF_0.023,0.05808689913132081,0.0013,True
4,0,StimulusSF_0.027,0.027098364678033376,0.0979,False
5,0,StimulusSF_0.033,0.03357231095431484,0.0345,True
6,0,StimulusSF_0.06,0.03536384147471156,0.0512,False
7,0,StimulusSF_0.1,0.034110136094984894,0.0437,True
8,0,StimulusSF_0.25,0.0639106000517604,0.0005,True
9,0,StimulusORI_0,0.024507676068590334,0.338,False
10,0,StimulusORI_15,0.022330110938539496,0.8916,False
11,0,StimulusORI_30,0.0341547821970376,0.5178,False
12,0,StimulusORI_60,0.06624153190624199,0.0007,True
13,0,StimulusORI_75,0.06377794038852959,0.0153,True
14,0,StimulusORI_90,0.05322620915732115,0.0104,True
