,index,Regressor,T1_vs_T5_deltaR,p-value,Sig.
0,0,CategoryID,-0.001178591411823332,0.9974,False
1,0,GoChoice,0.012341517308428085,0.9974,False
2,0,Reward,0.004486800454334083,0.9974,False
3,0,StimulusSF_0.023,0.00024221994960552107,0.9974,False
4,0,StimulusSF_0.027,-0.000432935623237346,0.9974,False
5,0,StimulusSF_0.033,6.692788511147851e-06,0.9974,False
6,0,StimulusSF_0.06,-0.0002826146657637918,0.9974,False
7,0,StimulusSF_0.1,5.5318002004145495e-05,0.9974,False
8,0,StimulusSF_0.25,-0.0006441552245546045,0.9974,False
9,0,StimulusORI_0,-0.0006121616843854094,0.9897499999999999,False
10,0,StimulusORI_15,0.0010620014170392433,0.9111000000000001,False
11,0,StimulusORI_30,0.0009974026771263356,0.82575,False
12,0,StimulusORI_60,-0.0010970811887307808,0.82575,False
13,0,StimulusORI_75,-0.0004956479218219678,0.82575,False
14,0,StimulusORI_90,-0.0008781395636055511,0.82575,False
