,index,Regressor,T1_vs_T5_deltaR,p-value,Sig.
0,0,CategoryID,0.00017894359250036906,0.98,False
1,0,GoChoice,0.025508366039269065,0.98,False
2,0,Reward,0.007400972685299545,0.98,False
3,0,StimulusSF_0.023,-0.0012940333138047322,0.98,False
4,0,StimulusSF_0.027,-0.0008442390893977636,0.98,False
5,0,StimulusSF_0.033,-0.0017172465706500328,0.98,False
6,0,StimulusSF_0.06,0.0004808642104899563,0.98,False
7,0,StimulusSF_0.1,0.0010598707709408572,0.98,False
8,0,StimulusSF_0.25,0.0005569763230754421,0.98,False
9,0,StimulusORI_0,-0.001887398631750109,0.98,False
10,0,StimulusORI_15,-1.8960720801902697e-05,0.8351999999999999,False
11,0,StimulusORI_30,-0.0014598336431814185,0.8351999999999999,False
12,0,StimulusORI_60,7.849175204617531e-05,0.8351999999999999,False
13,0,StimulusORI_75,-0.000961186756645166,0.8351999999999999,False
14,0,StimulusORI_90,-5.258375821098893e-05,0.8351999999999999,False
