,index,Regressor,T1_vs_T5_S,p-value,Sig.
0,0,CategoryID,0.1824790313240553,0.0,True
1,0,GoChoice,0.058838460285680044,0.08376923076923076,False
2,0,Reward,-0.038152353353822915,0.125,False
3,0,StimulusSF_0.023,0.08717989295292494,0.0,True
4,0,StimulusSF_0.027,0.07718139942197044,0.0,True
5,0,StimulusSF_0.033,0.0665991499650709,0.0,True
6,0,StimulusSF_0.06,0.03465582725882408,0.05290909090909091,False
7,0,StimulusSF_0.1,0.032238430427507944,0.05290909090909091,False
8,0,StimulusSF_0.25,0.02669955726715459,0.11025,False
9,0,StimulusORI_0,0.04647168577696158,0.057999999999999996,False
10,0,StimulusORI_15,0.051435567711030306,0.037125000000000005,True
11,0,StimulusORI_30,0.05308635047380354,0.0405,True
12,0,StimulusORI_60,0.060678655458167564,0.006600000000000001,True
13,0,StimulusORI_75,0.05418124208089342,0.016928571428571428,True
14,0,StimulusORI_90,0.05576622811750237,0.016928571428571428,True
